ensembl_gene_id	external_gene_name	entrezgene_id
ENSG00000284967	FDFT1	2222
ENSG00000025293	PHF20	51230
ENSG00000155975	VPS37A	137492
ENSG00000285261		
ENSG00000244361	RPL30P7	
ENSG00000164989	CCDC171	203238
ENSG00000123243	ITIH5	80760
ENSG00000288108		
ENSG00000271980		
ENSG00000285173	SUB1P1	
ENSG00000284811		
ENSG00000285217		
ENSG00000258700	LINC00871	100506412
ENSG00000285109	GATA4	2626
ENSG00000145555	MYO10	4651
ENSG00000241354		
ENSG00000259111		
ENSG00000126778	SIX1	6495
ENSG00000057593	F7	2155
ENSG00000284571	FLII	2314
ENSG00000283882	KIR2DS4	3809
ENSG00000262119		
ENSG00000284750		
ENSG00000258638		
ENSG00000285415		
ENSG00000287481		
ENSG00000285209		
ENSG00000278886		
ENSG00000258505		
ENSG00000164743	C8orf48	157773
ENSG00000284885	GCNT2P1	
ENSG00000258386		
ENSG00000258758		
ENSG00000285893		
ENSG00000284192	KIR3DL2	3812
ENSG00000259049		
ENSG00000277526	LINC03021	101927815
ENSG00000285312	C6orf52	347744
ENSG00000154001	PPP2R5E	5529
ENSG00000248235		
ENSG00000159167	STC1	6781
ENSG00000233554	B4GALT1-AS1	
ENSG00000287572		105379242
ENSG00000236796		
ENSG00000285457		
ENSG00000228292		
ENSG00000147854	UHRF2	115426
ENSG00000285369		640
ENSG00000236960		
ENSG00000284941	Y_RNA	
ENSG00000104228	TRIM35	23087
ENSG00000285226	PAK1IP1	55003
ENSG00000285157		
ENSG00000285072		
ENSG00000285275	FAM167A-AS1	83656
ENSG00000151474	FRMD4A	55691
ENSG00000122035	RASL11A	387496
ENSG00000258590	NBEAP1	
ENSG00000240767	RN7SL288P	
ENSG00000252854	RN7SKP5	
ENSG00000251106	ABITRAMP1	
ENSG00000287863		
ENSG00000261097	LINC00563	100861554
ENSG00000223336	RNU2-6P	
ENSG00000252385	RNU6-68P	
ENSG00000284798		
ENSG00000241353	PPP1R2P4	
ENSG00000285464	RNU6-1084P	
ENSG00000285576		112268117
ENSG00000285295	RN7SL293P	
ENSG00000227019	OR7E101P	
ENSG00000284856	TDH	157739
ENSG00000277228		
ENSG00000259383		
ENSG00000205105	COX17P1	
ENSG00000230243	FKBP1AP3	
ENSG00000259769		
ENSG00000080618	CPB2	1361
ENSG00000259152		
ENSG00000286884		
ENSG00000214265		
ENSG00000284936	TMEM14C	51522
ENSG00000258771	BCAR1P2	
ENSG00000271336	IGHD1OR15-1A	
ENSG00000259698	FAM30C	
ENSG00000278541		
ENSG00000279445	OR4N3BP	
ENSG00000270961	IGHD5OR15-5A	
ENSG00000258712	CXADRP2	
ENSG00000258916	SPATA31E2P	
ENSG00000287922		
ENSG00000259905	PWRN1	791114
ENSG00000259905	PWRN1	101928840
ENSG00000254193		
ENSG00000273876		
ENSG00000227282		
ENSG00000254384	MTND6P19	
ENSG00000234274	COX7BP2	
ENSG00000198042	MAK16	84549
ENSG00000226332		
ENSG00000234104		
ENSG00000270793	LLPHP1	
ENSG00000225803	MRPS11P1	
ENSG00000287511		
ENSG00000131067	GGT7	2686
ENSG00000136167	LCP1	3936
ENSG00000285084	SLC35G5	83650
ENSG00000284279	RNU6-222P	
ENSG00000285340		101929290
ENSG00000285032	MTMR9	66036
ENSG00000285067		
ENSG00000285118		
ENSG00000285284	LINC00529	
ENSG00000285195	RPL19P13	
ENSG00000284784		
ENSG00000175445	LPL	4023
ENSG00000284927		
ENSG00000285026		
ENSG00000285276		
ENSG00000284974		
ENSG00000285459		
ENSG00000234296		
ENSG00000227537		
ENSG00000284801		
ENSG00000260314	MRC1	4360
ENSG00000285247		101929269
ENSG00000285056	MIR598	693183
ENSG00000285403		
ENSG00000284764	PINX1	54984
ENSG00000258721	OR11H3P	
ENSG00000214254		
ENSG00000284875	MIR1322	100302166
ENSG00000285187		102723313
ENSG00000285405	OR11J6P	
ENSG00000282599	IGHD2OR15-2A	
ENSG00000276172	ELMO2P1	
ENSG00000285438	SOX7	83595
ENSG00000277608		
ENSG00000270372		
ENSG00000220105		
ENSG00000270505	IGHV1OR15-1	
ENSG00000269957		
ENSG00000285147	C8orf74	203076
ENSG00000287482		
ENSG00000223877	RPS8P10	
ENSG00000261426		
ENSG00000235148	HMGB3P23	
ENSG00000260780		
ENSG00000229057	RPS3AP54	
ENSG00000276759		100506422
ENSG00000277505	MPHOSPH10P5	
ENSG00000284988	LINC02203	727924
ENSG00000259168		
ENSG00000107295	SH3GL2	6456
ENSG00000206187	LINC02346	100128714
ENSG00000282759		
ENSG00000237161		
ENSG00000277988	FAM30B	
ENSG00000235731	LINC02250	
ENSG00000285126	RNA5SP252	
ENSG00000257647		
ENSG00000285364	MIR4286	100422982
ENSG00000147421	HMBOX1	79618
ENSG00000260739		
ENSG00000285141	PRSS55	203074
ENSG00000259443		
ENSG00000286304		
ENSG00000281179		
ENSG00000284963	SLC6A14P3	
ENSG00000259025		
ENSG00000285472		
ENSG00000287345		
ENSG00000278552		
ENSG00000204117		100287792
ENSG00000287122		
ENSG00000281347	NF1P9	440225
ENSG00000213954	ATP5PDP3	
ENSG00000258885		
ENSG00000226626	NOP56P2	
ENSG00000285392		
ENSG00000214042	IFNA7	3444
ENSG00000130590	SAMD10	140700
ENSG00000258767		
ENSG00000285229	LINC03022	101929191
ENSG00000285784		
ENSG00000260986		
ENSG00000281113		
ENSG00000228307	OR2S1P	
ENSG00000215475	SIAH3	283514
ENSG00000280703		
ENSG00000287318		
ENSG00000233278	RPS26P2	
ENSG00000259324	OR11K1BP	
ENSG00000236156	CHCHD4P3	
ENSG00000278263		
ENSG00000153714	LURAP1L	286343
ENSG00000285443	ZYX	7791
ENSG00000231817	LINC01198	
ENSG00000284756		
ENSG00000273976	GOLGA6L1	283767
ENSG00000284813	RNU6-729P	
ENSG00000284793	PRSS52P	
ENSG00000224648	LINC01627	
ENSG00000285250	MSRA	4482
ENSG00000264580	MIR5692B	100847013
ENSG00000224100		
ENSG00000224549		
ENSG00000232920	LINC01400	
ENSG00000287478		
ENSG00000233367		
ENSG00000233347	ERP29P1	
ENSG00000160199	PKNOX1	5316
ENSG00000286865		
ENSG00000231376	HMGN2P16	
ENSG00000284481	MIR1292	100302138
ENSG00000221116	SNORD110	692213
ENSG00000271798	SNORA51	677831
ENSG00000229611	LINC02851	
ENSG00000212498	SNORD86	692201
ENSG00000288571		
ENSG00000229686	SNORD56	26793
ENSG00000244756		
ENSG00000271075		
ENSG00000235269	LINC02331	105370503
ENSG00000225976	CKS1BP2	
ENSG00000225472	NFIB-AS1	
ENSG00000226572	SNORD57	26792
ENSG00000252096		
ENSG00000228181		
ENSG00000259150	LINC00929	503519
ENSG00000278159	MIR8062	102465865
ENSG00000258847		
ENSG00000285520		
ENSG00000212247	RNU6-278P	
ENSG00000227932	SELENOOLP	
ENSG00000239923	RN7SL864P	
ENSG00000199570	RNU6-228P	
ENSG00000199803	RNU6-1159P	
ENSG00000258751		
ENSG00000165997	ARL5B	221079
ENSG00000201180	RNU6-115P	
ENSG00000229599	LINC00411	
ENSG00000222500	RNA5SP475	
ENSG00000260100		
ENSG00000212165	U3	
ENSG00000258731	DDHD1-DT	101927620
ENSG00000202260	RN7SKP69	
ENSG00000251955	RNU6-27P	
ENSG00000231454		
ENSG00000200494	Y_RNA	
ENSG00000240584	RN7SL547P	
ENSG00000231381	RNF2P1	
ENSG00000278525	RN7SL607P	
ENSG00000287696		
ENSG00000238833	RNU1-131P	
ENSG00000198252	STYX	6815
ENSG00000212536	RNA5SP474	
ENSG00000102452	NALCN	259232
ENSG00000223807	BOLA3P4	
ENSG00000222281	RN7SKP111	
ENSG00000230867		
ENSG00000207355	RNU6-1257P	
ENSG00000237437	ASS1P12	
ENSG00000242348	RN7SL561P	
ENSG00000232060	SLC4A1APP1	
ENSG00000201348	RNU105B	26767
ENSG00000264879	RN7SL690P	
ENSG00000288042		
ENSG00000202414	Y_RNA	
ENSG00000187988	KCTD9P3	
ENSG00000223128	RN7SKP140	
ENSG00000251883	RNU6ATAC17P	
ENSG00000227924	RBPJP6	
ENSG00000283291	5_8S_rRNA	
ENSG00000277340		
ENSG00000212952		
ENSG00000283568	5_8S_rRNA	
ENSG00000279175		
ENSG00000200231	RNU1-23P	
ENSG00000283592	Y_RNA	
ENSG00000275305	RNA5SP528	
ENSG00000242236	RN7SL594P	
ENSG00000100360	IFT27	11020
ENSG00000137075	RNF38	152006
ENSG00000273745	MIR6870	102465525
ENSG00000264616	MIR4755	100616434
ENSG00000200325	Y_RNA	
ENSG00000199676	Y_RNA	
ENSG00000201151		
ENSG00000201811	SNORA71	
ENSG00000201221	RNU4-40P	
ENSG00000207053	RNU6-937P	
ENSG00000107611	CUBN	8029
ENSG00000206801	RNU6-639P	
ENSG00000200208	Y_RNA	
ENSG00000283433	RNA5SP532	
ENSG00000240474	RN7SL116P	
ENSG00000264767	RN7SL237P	
ENSG00000275337	RN7SL680P	
ENSG00000284419	MIR663A	724033
ENSG00000264901	MIR3616	100500814
ENSG00000238452	RNU7-144P	
ENSG00000252540	RNU6-919P	
ENSG00000252467	RNU6-347P	
ENSG00000206959	Y_RNA	
ENSG00000249396	LINC02212	101929412
ENSG00000252654	RNU7-6P	
ENSG00000199490	Y_RNA	
ENSG00000277034	SNORA71	
ENSG00000225091	SNORA71A	
ENSG00000250060		
ENSG00000270824	IGHD5OR15-5B	
ENSG00000201512	SNORA71C	
ENSG00000258853		
ENSG00000200354	SNORA71D	
ENSG00000206710	RNU6-147P	
ENSG00000258707		
ENSG00000202186	RNU6-497P	
ENSG00000259435	OR4N3P	390539
ENSG00000240785	RPL36AP21	
ENSG00000222118	RNA5SP487	
ENSG00000241061	RPL5P1	
ENSG00000252091	RNU6-1146P	
ENSG00000266761	MIR3194	100422889
ENSG00000207158	RNU6-929P	
ENSG00000238468	RNU7-14P	
ENSG00000250866		
ENSG00000283524	OR11J7P	
ENSG00000252089	RNU4ATAC7P	
ENSG00000199218	RN7SKP184	
ENSG00000286730		
ENSG00000245662	LINC02211	
ENSG00000276031	RN7SL197P	
ENSG00000258710	LINC01193	348120
ENSG00000238777	RNU7-141P	
ENSG00000232774		
ENSG00000199683	RN7SKP185	
ENSG00000207802	MIR646	693231
ENSG00000266140	MIR4533	100616362
ENSG00000265617	MIR548AG2	100616440
ENSG00000223190	RN7SKP100	
ENSG00000199017	MIR1-1	406904
ENSG00000284508	MIR133A2	406923
ENSG00000263453		
ENSG00000222874	RN7SKP33	
ENSG00000278874		
ENSG00000207554	MIR647	693232
ENSG00000242654	RPL32P14	
ENSG00000241821	RN7SL170P	
ENSG00000250417	LINC02116	101929034
ENSG00000224004	ATP5F1CP1	
ENSG00000250715	H3P22	
ENSG00000284433	MIR1914	100302137
ENSG00000269103	Metazoa_SRP	
ENSG00000280373		
ENSG00000126790	L3HYPDH	112849
ENSG00000284074	MIR4758	100616340
ENSG00000248597		
ENSG00000201742	RNU6-563P	
ENSG00000275958		
ENSG00000199805	RNU1-134P	
ENSG00000133398	MED10	84246
ENSG00000216195	MIR941-4	100126330
ENSG00000275842	MIR941-5	103504732
ENSG00000283206	MIR941-1	100126329
ENSG00000216141	MIR941-2	100126339
ENSG00000283513	MIR941-3	100126352
ENSG00000124232	RBPJL	11317
ENSG00000285320		
ENSG00000285787		
ENSG00000285995		
ENSG00000284859	MIR124-1HG	157627
ENSG00000254936		
ENSG00000258980	EIF1AXP2	
ENSG00000248968		
ENSG00000250814	LINC02221	
ENSG00000254753		
ENSG00000258694	LINC02319	
ENSG00000258535		
ENSG00000156006	NAT2	10
ENSG00000248699		
ENSG00000179008	C14orf39	317761
ENSG00000251168		
ENSG00000164237	CMBL	134147
ENSG00000271118		
ENSG00000278840		
ENSG00000258463		
ENSG00000254319	LINC03021	101927815
ENSG00000271288	IGHV1OR15-3	
ENSG00000258594		
ENSG00000259490	IGHV3OR15-7	
ENSG00000280383		
ENSG00000286381		105373085
ENSG00000285161	MIR124-1	406907
ENSG00000160200	CBS	875
ENSG00000160200	CBS	102724560
ENSG00000285487	MIR6892	102465538
ENSG00000285372	TNKS	8658
ENSG00000235518		
ENSG00000284816	EPHA1	2041
ENSG00000100311	PDGFB	5155
ENSG00000258970		
ENSG00000270685	IGHV1OR15-6	
ENSG00000215567		
ENSG00000279735		
ENSG00000286110		
ENSG00000285033	MIR597	693182
ENSG00000242793		
ENSG00000284854		
ENSG00000253604		
ENSG00000268531		
ENSG00000284878		
ENSG00000272256		
ENSG00000258848	GRAMD4P6	
ENSG00000279595		
ENSG00000285359		
ENSG00000282268	IGHD2OR15-2B	
ENSG00000171056	SOX7	83595
ENSG00000259089	GRAMD4P5	
ENSG00000175676	GOLGA8DP	100132979
ENSG00000248775		
ENSG00000249486		
ENSG00000249731		
ENSG00000250761		
ENSG00000286441		107986376
ENSG00000124145	SDC4	6385
ENSG00000251196		
ENSG00000275461		
ENSG00000253632		
ENSG00000284283	TAF11L4	
ENSG00000285236	PPP1R3B-DT	157273
ENSG00000271998		
ENSG00000248766		
ENSG00000248994		
ENSG00000036565	SLC18A1	6570
ENSG00000275894		
ENSG00000250386	H3P21	
ENSG00000242135	RPL17P2	
ENSG00000272324	DAP-DT	
ENSG00000204070	SYS1	90196
ENSG00000258502	LINC02290	
ENSG00000279450		
ENSG00000185296		
ENSG00000288002		
ENSG00000094841	UPRT	139596
ENSG00000279264		
ENSG00000284500		
ENSG00000124275	MTRR	4552
ENSG00000284495	MIEF2	125170
ENSG00000225213		
ENSG00000279575		
ENSG00000234961		
ENSG00000273153		
ENSG00000234813		
ENSG00000285743		
ENSG00000233642	GPR158-AS1	100128811
ENSG00000285301	BOP1	23246
ENSG00000260959		
ENSG00000184302	SIX6	4990
ENSG00000258797	MPHOSPH10P4	
ENSG00000279639		
ENSG00000107614	TRDMT1	1787
ENSG00000186732	MPPED1	758
ENSG00000274499		
ENSG00000277322	GOLGA6L6	727832
ENSG00000258796		
ENSG00000254806	SYS1-DBNDD2	
ENSG00000259047		
ENSG00000258624	SERPINE4P	
ENSG00000100625	SIX4	51804
ENSG00000285468	EPHA1-AS1	285965
ENSG00000186297	GABRA5	2558
ENSG00000285054	TAS2R62P	
ENSG00000285341	TAS2R60	338398
ENSG00000284982	TAS2R41	259287
ENSG00000285299	OR2R1P	
ENSG00000124251	TP53TG5	27296
ENSG00000247287	PRKCH-AS1	
ENSG00000285252	OR10AC1	
ENSG00000285052		
ENSG00000285495	PAICSP5	
ENSG00000258583	LINC01500	
ENSG00000086102	NFX1	4799
ENSG00000285172	CTAGE15	441294
ENSG00000227521	TUBB4BP8	
ENSG00000284766	RNU6-267P	
ENSG00000285123	CTAGE6	340307
ENSG00000226484		101928627
ENSG00000273353		
ENSG00000285277		154761
ENSG00000273243		
ENSG00000232880	NDUFB4P10	
ENSG00000206028		
ENSG00000226515		
ENSG00000254620		
ENSG00000232576		
ENSG00000268941	LINC01711	79160
ENSG00000237211	SETP4	
ENSG00000159873	CCDC117	150275
ENSG00000274022		
ENSG00000230317	LINC01284	101926971
ENSG00000124222	STX16	8675
ENSG00000261057	LINC00555	
ENSG00000276957		
ENSG00000285484	RNU6-526P	
ENSG00000175820	CCDC168	643677
ENSG00000285061		
ENSG00000286312		
ENSG00000284864	RNU6-1151P	
ENSG00000285423		
ENSG00000151287	TEX30	93081
ENSG00000272465		
ENSG00000285185		
ENSG00000284449		
ENSG00000112699	GMDS	2762
ENSG00000234390	USP27X-DT	158572
ENSG00000284238	TOP3A	7156
ENSG00000285127		
ENSG00000285393		
ENSG00000228182	MTND2P25	
ENSG00000165259	HDX	139324
ENSG00000285351	TCAF2P1	
ENSG00000284919		
ENSG00000258692	SALL4P7	
ENSG00000284965	OR2F2	135948
ENSG00000285343	PPP1R3B	79660
ENSG00000100614	PPM1A	5494
ENSG00000284866	OR2F1	26211
ENSG00000285002		
ENSG00000285391	CAPZA1P5	
ENSG00000284945	OR2Q1P	
ENSG00000284887	Metazoa_SRP	
ENSG00000285242	SLC16A1P1	
ENSG00000285167	RNU7-55P	
ENSG00000285514	MIR4660	100616350
ENSG00000284939	OR6B1	135946
ENSG00000285368	RPL10P19	
ENSG00000285264	SNORA70	
ENSG00000284860		
ENSG00000285414	RNU6-682P	
ENSG00000285022	MFHAS1	9258
ENSG00000284943		
ENSG00000134901	POGLUT2	79070
ENSG00000285290		
ENSG00000285098	CLDN23	137075
ENSG00000138964	PARVG	64098
ENSG00000287874		
ENSG00000284857	RN7SL178P	
ENSG00000285260		
ENSG00000285345		
ENSG00000239323		
ENSG00000285450	LINC02950	
ENSG00000151838	CCDC175	729665
ENSG00000285119	FAM86B3P	286042
ENSG00000258420	LONRF2P3	
ENSG00000242088		
ENSG00000236988	CTDSPL2P1	
ENSG00000223467	CALM1P1	
ENSG00000270268	CORO1CP1	
ENSG00000236365	EIF3MP1	
ENSG00000235061	UBE2V1P7	
ENSG00000231706	CYCSP43	
ENSG00000234766	LINC01496	
ENSG00000204118	NAP1L6P	645996
ENSG00000285027	ALG1L13P	
ENSG00000229667	UBE2V1P9	
ENSG00000270181	BIVM-ERCC5	100533467
ENSG00000174740	PABPC5	140886
ENSG00000258896	SCOCP1	
ENSG00000100652	SLC10A1	6554
ENSG00000186288	PABPC1L2A	340529
ENSG00000284929		
ENSG00000224065	SRIP2	
ENSG00000112685	EXOC2	55770
ENSG00000284972		
ENSG00000174225	ARL13A	392509
ENSG00000284774	HSF1	3297
ENSG00000285962	FAM90A9	441327
ENSG00000285962	FAM90A9	645651
ENSG00000224078	SNHG14	
ENSG00000285432	DEFB107A	245910
ENSG00000285432	DEFB107A	503614
ENSG00000165985	C1QL3	389941
ENSG00000134897	BIVM	54841
ENSG00000285411	DEFB105B	504180
ENSG00000285137	MGAT4C	25834
ENSG00000249688		
ENSG00000215217	C5orf49	134121
ENSG00000284937	DEFB106B	503841
ENSG00000285356	DEFB104B	503618
ENSG00000148481	MINDY3	80013
ENSG00000288309	SPAG11B	10407
ENSG00000250716	LINC01017	
ENSG00000100612	DHRS7	51635
ENSG00000287514		
ENSG00000213430	HSPD1P1	
ENSG00000213704	EEF1A1P15	
ENSG00000283541		
ENSG00000284978	DEFB103A	55894
ENSG00000284978	DEFB103A	414325
ENSG00000246016	LINC01513	
ENSG00000275733		
ENSG00000249781	LINC02112	285692
ENSG00000165288	BRWD3	254065
ENSG00000285066	HSPD1P2	
ENSG00000214020	FTLP4	
ENSG00000275649		
ENSG00000287838		101927042
ENSG00000285181	DEFB4A	1673
ENSG00000285181	DEFB4A	100289462
ENSG00000251568	ALG3P1	
ENSG00000249166		
ENSG00000279755		
ENSG00000251371		
ENSG00000250808	MTCO2P30	
ENSG00000250088		
ENSG00000251112		
ENSG00000284907		
ENSG00000279075		
ENSG00000288549		
ENSG00000285286	ZNF705G	100131980
ENSG00000250453		
ENSG00000285097		
ENSG00000285497	USP17L7	392197
ENSG00000271892		
ENSG00000249191	UBE2V1P12	
ENSG00000249053		
ENSG00000260981		
ENSG00000272542		
ENSG00000284990	USP17L2	377630
ENSG00000284990	USP17L2	401447
ENSG00000278445		
ENSG00000113569	NUP155	9631
ENSG00000233695	GAS6-AS1	
ENSG00000080503	SMARCA2	6595
ENSG00000183087	GAS6	2621
ENSG00000285038	DEFB109D	
ENSG00000285397		653333
ENSG00000285186		
ENSG00000284920	RPS3AP34	
ENSG00000225192	ZNF33BP1	
ENSG00000284909		
ENSG00000284992		
ENSG00000249213		
ENSG00000165309	ARMC3	219681
ENSG00000285037		
ENSG00000284212	RPL7AP65	
ENSG00000284751	RPS3AP35	
ENSG00000253452		
ENSG00000284865		
ENSG00000283753	RPL21P121	
ENSG00000224856	RPL35AP36	
ENSG00000284995		
ENSG00000284822	OR7E8P	
ENSG00000182257	PRR34	
ENSG00000281809	LINC01394	
ENSG00000219375		
ENSG00000285419	OR7E15P	
ENSG00000283741	SMCR8	140775
ENSG00000242753		
ENSG00000285315	OR7E10P	
ENSG00000233574		
ENSG00000285482	DGAT1	8694
ENSG00000270174		101927950
ENSG00000172728	FUT10	84750
ENSG00000100290	BIK	638
ENSG00000284785	MIR5692A2	100847038
ENSG00000261730	FOXF2-DT	
ENSG00000285360	LONRF1	91694
ENSG00000217078		
ENSG00000176515		
ENSG00000284320	SHMT1	6470
ENSG00000284492	MIR6778	102466733
ENSG00000216359		
ENSG00000284166	EVPLL	645027
ENSG00000238158		26240
ENSG00000236086	HMGN2P28	
ENSG00000233068		
ENSG00000100731	PCNX1	22990
ENSG00000270504		
ENSG00000271290	COPS8P1	
ENSG00000287626		
ENSG00000286368		
ENSG00000237506	RPSAP15	
ENSG00000234763		
ENSG00000287223		
ENSG00000229132	EIF4A1P10	
ENSG00000145945	FAM50B	26240
ENSG00000230889	SHC1P1	
ENSG00000158813	EDA	1896
ENSG00000286549		
ENSG00000278890		
ENSG00000272695	GAS6-DT	100506394
ENSG00000232777	MRPL51P2	
ENSG00000228120		
ENSG00000100271	TTLL1	25809
ENSG00000219712		
ENSG00000271897		
ENSG00000287593		
ENSG00000237699		
ENSG00000160202	CRYAA	1409
ENSG00000160202	CRYAA	102724652
ENSG00000230631		
ENSG00000258724	PINX1	54984
ENSG00000226921	LINC00454	100874178
ENSG00000225775		
ENSG00000285481	RNU6-1004P	
ENSG00000288668		
ENSG00000124802	EEF1E1	9521
ENSG00000284566		
ENSG00000253610		
ENSG00000284422		
ENSG00000284444		
ENSG00000284576	TBC1D3P4	
ENSG00000156687	UNC5D	137970
ENSG00000229373	LINC00452	643365
ENSG00000284456	LINC02076	400579
ENSG00000284350	KRT17P5	
ENSG00000274766		
ENSG00000188419	CHM	1121
ENSG00000160201	U2AF1	7307
ENSG00000160201	U2AF1	102724594
ENSG00000260910	LINC00565	
ENSG00000136159	NUDT15	55270
ENSG00000276968		
ENSG00000254995	STX16-NPEPL1	
ENSG00000136146	MED4	29079
ENSG00000271727		
ENSG00000283850	YWHAEP2	
ENSG00000217239		
ENSG00000284257	KRT17P2	
ENSG00000217181		
ENSG00000217929	SEPTIN14P6	
ENSG00000215440	NPEPL1	79716
ENSG00000188428	BLOC1S5	63915
ENSG00000285270	MIR3926-1	100500870
ENSG00000284855	MIR3926-2	100500838
ENSG00000285506	LINC03019	340357
ENSG00000284527	KRT16P1	
ENSG00000285297	LINC00681	101409254
ENSG00000227581	STAU2P1	
ENSG00000284812		
ENSG00000284872	TRMT9B	57604
ENSG00000102309	PIN4	5303
ENSG00000284861	RNU6-842P	
ENSG00000288673		10395
ENSG00000288242		
ENSG00000229111	MED4-AS1	100873965
ENSG00000284761	Y_RNA	
ENSG00000224510	POLR2KP2	
ENSG00000225131	PSME2P2	
ENSG00000288548		
ENSG00000220472		
ENSG00000139687	RB1	5925
ENSG00000287614		
ENSG00000226673	LINC01108	102216342
ENSG00000284285	KRT16P4	
ENSG00000218643	RPL5P20	
ENSG00000284205		
ENSG00000233064		
ENSG00000284014		
ENSG00000214027	ARPC3P5	
ENSG00000283924	TNPO1P2	
ENSG00000220920		
ENSG00000284021	LGALS9C	654346
ENSG00000181355	OFCC1	
ENSG00000231206	HNRNPA1P25	
ENSG00000288059		
ENSG00000271433	PPATP2	
ENSG00000215105	TTC3P1	
ENSG00000236185	HNRNPDLP3	
ENSG00000231478	FCF1P9	
ENSG00000232069	RPS29P28	
ENSG00000280870	MIR325HG	101928469
ENSG00000235111		
ENSG00000284758		
ENSG00000128408	RIBC2	26150
ENSG00000285428	MIR6848	102465511
ENSG00000284923	SCRT1	83482
ENSG00000285272	TMEM249	340393
ENSG00000254419		
ENSG00000237121	PIEZO1P2	
ENSG00000270279		
ENSG00000270308	TEX101P1	
ENSG00000225536	STIP1P3	
ENSG00000268649		
ENSG00000232842	KAT7P1	
ENSG00000229946	B3GNT2P1	
ENSG00000284040	MIR296	407022
ENSG00000216031	MIR298	100126296
ENSG00000102683	SGCG	6445
ENSG00000268333		
ENSG00000231875		
ENSG00000124429	POF1B	79983
ENSG00000276859		
ENSG00000276722		
ENSG00000274491		
ENSG00000275069		
ENSG00000225806		
ENSG00000271360	USP6NL-AS1	107984208
ENSG00000176236	RPP38-DT	221060
ENSG00000253934	MRPL49P2	
ENSG00000285623		
ENSG00000270951		
ENSG00000286485		
ENSG00000233238	DEFA9P	449492
ENSG00000280216		
ENSG00000285091		
ENSG00000228755	PABPC1P8	
ENSG00000273387		
ENSG00000279623		
ENSG00000284985		
ENSG00000227264	ACTR3BP5	
ENSG00000203565		
ENSG00000280147		
ENSG00000233451		
ENSG00000226741	LINC02554	100507657
ENSG00000225638	PABPC1P12	
ENSG00000253557		
ENSG00000233190	RPS24P13	
ENSG00000241058	NSUN6	221078
ENSG00000213857	ACTBP15	
ENSG00000101158	NELFCD	51497
ENSG00000130943	PKDREJ	10343
ENSG00000285047		
ENSG00000139746	RBM26	64062
ENSG00000253199	LINC02153	286114
ENSG00000229275		
ENSG00000236611	LINC02556	102724679
ENSG00000285112	SLC52A2	79581
ENSG00000102271	KLHL4	56062
ENSG00000100124	ANKRD54	129138
ENSG00000038945	MSR1	4481
ENSG00000185917	SETD4	54093
ENSG00000270552	DUXAP3	
ENSG00000151963	ZNF37CP	
ENSG00000236894	LINC03028	
ENSG00000238246		
ENSG00000150867	PIP4K2A	5305
ENSG00000179600	GPHB5	122876
ENSG00000258877	ATP5F1AP4	
ENSG00000258734		
ENSG00000235812	ADAM21P1	145241
ENSG00000258952	SALRNA1	
ENSG00000020426	MNAT1	4331
ENSG00000271715		
ENSG00000248542		
ENSG00000287199		
ENSG00000280016		
ENSG00000251549		
ENSG00000183580	FBXL7	23194
ENSG00000133083	DCLK1	9201
ENSG00000242608	RPS23P5	
ENSG00000168967	PMCHL1	
ENSG00000213698	CAPZA1P3	
ENSG00000073905	VDAC1P1	
ENSG00000284833		
ENSG00000285086	WDR82P1	
ENSG00000286751		
ENSG00000236243	RPL6P29	
ENSG00000218073		
ENSG00000228051	WBP11P3	
ENSG00000216360		
ENSG00000231549	ATP5MKP1	
ENSG00000220517	ASS1P1	
ENSG00000248973		
ENSG00000285436	LINC00879	255025
ENSG00000229594		
ENSG00000233680	HNRNPA1P27	
ENSG00000205269	TMEM170B	100113407
ENSG00000271533		
ENSG00000253766		
ENSG00000248457	LINC02220	
ENSG00000260455	NBAT1	
ENSG00000250587	HPRT1P2	
ENSG00000125931	CITED1	4435
ENSG00000248834	MARK2P5	
ENSG00000279125		
ENSG00000223361	FTH1P10	
ENSG00000217135		
ENSG00000260673		
ENSG00000245729	LINC02226	729506
ENSG00000228412	LNC-LBCS	100506885
ENSG00000286556		
ENSG00000250332		
ENSG00000285442	FBXL6	26233
ENSG00000164236	ANKRD33B	651746
ENSG00000272387		
ENSG00000179133	C10orf67	256815
ENSG00000284312	NOS2P2	
ENSG00000227009	FUNDC2P4	
ENSG00000267909	CCDC177	56936
ENSG00000100300	TSPO	706
ENSG00000152582	SPEF2	79925
ENSG00000287309		
ENSG00000234244		
ENSG00000250548	LINC01303	101927780
ENSG00000286958		105376435
ENSG00000234335	RPS4XP11	
ENSG00000287833		
ENSG00000198610	AKR1C4	1109
ENSG00000179476	C14orf28	122525
ENSG00000125266	EFNB2	1948
ENSG00000220925	IGBP1-AS2	
ENSG00000217385	PSMC1P11	
ENSG00000007952	NOX1	27035
ENSG00000251203	DNAJB6P2	
ENSG00000287293		
ENSG00000280989	LINC00581	100874531
ENSG00000253932		
ENSG00000271888	JARID2-DT	
ENSG00000265818	EEF1E1-BLOC1S5	
ENSG00000092964	DPYSL2	1808
ENSG00000102780	DGKH	160851
ENSG00000258760		
ENSG00000232234		
ENSG00000280434		
ENSG00000226142	RPL35P8	
ENSG00000223726		
ENSG00000214975	PPIAP29	
ENSG00000230769		
ENSG00000212939		
ENSG00000238221		
ENSG00000216364	MRPL42P2	
